binomial,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023,y_2024
Nilgiritragus hylocrius,42742524.9831289,42650075.9004647,42359626.2256743,42648342.3504982,41946285.1648452,41895359.0712276,41911277.9022827,41768048.9208618,41930876.2166768,41365083.391348,41814298.9715475,41876860.5037988,41376897.8402304,41661064.2727153,41411604.1159169,41401573.1213086,40867086.9383624,41070804.4334413,40904902.768914,41049662.9352456,40981155.7490343,40753807.6073214,40884624.0639187,40775871.5521292,40801352.2639117
Odocoileus hemionus,198161543443.699,195650857990.149,196868034802.101,196526235093.723,195779241774.115,194615959922.512,195101821882.791,193115965602.113,194620221854.227,191871873104.388,192332565053.805,191315230958.375,191953214676.004,191217173832.872,191504559546.678,190477774951.651,190381353566.477,190013723660.659,190559302938.566,188807071919.535,190774274695.022,188683911864.074,188814213596.812,188528512938.731,189628392499.127
Odocoileus virginianus,980522024552.448,976997923420.614,977503187402.934,973152063799.021,976452870820.49,973459722759.82,965104795629.419,967427116280.85,967006388235.803,961779168551.964,960178653036.776,960107585674.748,955126090729.686,959287511559.99,951854373921.78,949095315770.545,950083266239.947,951288722109.872,953273849778.568,947814600772.678,939143266763.426,942616351483.934,938420766715.339,938550292444.865,941488934983.533
Okapia johnstoni,3113375677.01433,3141043720.57624,3115164697.77534,3092336078.79964,3094192508.55712,3099923579.4861,3083106199.30665,3089965223.61992,3077729473.76703,3089851015.50823,3057158667.34631,3057838071.02777,3068218769.54646,3056605479.64884,3047226450.18819,3034157023.6931,3028096845.78868,3042311154.15027,3017071591.64806,2986979474.02613,2998511261.57211,3002911378.84795,3003103959.33409,2986463951.85483,2974224007.24493
Oreamnos americanus,2012663845.04056,2020324388.7866,1999220748.61909,2004142227.06786,1997461579.05313,2000489240.51315,1987347159.4855,1991082126.90944,1964266209.75021,1983325016.26425,1974110870.59355,1979951932.77277,1966683839.1495,1955451155.50285,1960084717.00143,1943572187.11266,1944180696.49441,1942477564.238,1947634826.11446,1936369791.57164,1940956965.8543,1933118141.54139,1923578175.00461,1925303215.08488,1934854932.30554
Oreotragus oreotragus,142540678.772006,142240263.325979,142795454.539654,141654935.041052,141395009.760325,140497366.38118,141386245.936044,139645763.991261,140092735.580194,139921497.988142,139651773.415196,139333689.363307,139581931.128966,138413701.479983,138676712.277158,137819342.974778,138380764.449246,138009035.816173,138470949.968557,137682492.980832,137837416.722682,136476226.557776,137094929.798533,136401066.786243,136732376.811336
Oryx beisa,2963789002.46482,2982064459.94813,2931045077.01627,2930003116.79849,2919896601.35581,2917422198.83964,2935738515.67562,2916480438.26405,2886485910.67944,2902961469.96177,2904386486.69479,2890637682.27862,2868647286.26348,2878409341.04457,2854476401.89793,2860423221.10185,2880593876.5999,2845127103.13545,2837026445.63623,2853389970.48611,2859385606.7558,2833290214.67385,2856438485.8256,2839105619.38902,2843071701.6813
Oryx gazella,21773420333.4063,21730099164.9157,21851687480.22,21681976815.5889,21522534135.0933,21505890180.0177,21546310506.2601,21493241031.4125,21565128095.5515,21388794539.5495,21314868098.6307,21273651480.6737,21380202519.0826,21260480630.8315,21166803544.715,21237002454.0051,21249016447.3062,21077957458.9902,21118542627.6725,21078040411.7292,20996593196.0341,21016530998.1056,20950892159.9003,20884507840.9909,20882549831.2003
Oryx leucoryx,27946358.1437329,27813364.1891178,27898007.9772224,27777388.2569748,27592211.0367121,27682241.8247463,27514816.2108487,27607442.365021,27545648.8322263,27307411.7746011,27399388.0495158,27274496.6887342,27322509.2529093,27232478.4985011,27023964.2115391,27100226.3194626,26974128.9373693,26997034.6702599,27049188.9773602,26937646.5831318,26878306.7768765,26845910.4674519,26663427.9065751,26876955.2285497,26631681.4286078
Ourebia ourebi,3525842415.61838,3497293900.79925,3479781966.89692,3493656561.79579,3477638835.70778,3450880557.02933,3445993764.8308,3452954757.16704,3441790779.25517,3437031395.85607,3418021051.98794,3428375341.38497,3419540635.70329,3391624111.16605,3399533888.90419,3397269224.9905,3410623781.08716,3391835284.35181,3366866445.10483,3349603058.20144,3367784086.54288,3349221392.84479,3362590456.52446,3369832577.48996,3342263679.28144
Ovibos moschatus,20798033045.197,20714959860.7014,20638119827.6538,20522792126.2791,20629956531.5703,20553662123.3986,20548151267.7326,20523234867.0914,20340438666.297,20390142463.4547,20243577937.2334,20278082715.2263,20251740339.9394,20194971012.4062,20102900452.8753,20086542433.4444,19941490704.099,19908102170.4018,19998074061.4786,20102407653.157,19940488168.7365,19905777088.2503,19783025582.6488,19813077289.6708,19776692400.9063
Ovis ammon,3081271810.74636,3037049046.0296,3037014192.82855,3054404865.73733,3042797001.97489,3023740633.50315,2989414269.87293,3016964589.84306,3007413432.6608,2992256536.24252,3009493150.53198,2993824054.71457,2957915487.15013,2975214760.99585,2966200183.26258,2958571669.36682,2961288746.69041,2934730369.64963,2937860850.23757,2945586150.64445,2934680335.00301,2916240065.93068,2933245087.95695,2933727244.05257,2936539158.73365
Ovis canadensis,1356350421.16925,1347764256.96146,1350454451.84568,1334473304.2166,1342253688.75675,1335616045.4453,1339956265.9472,1332354397.95208,1330125615.41523,1323025589.98954,1319231492.0829,1322666454.00055,1318579666.81612,1315507230.00393,1311775385.06284,1314095444.43502,1300636456.18424,1307234600.68485,1304742844.55617,1305257623.86252,1308133484.27543,1300790226.56759,1299473701.69724,1287488514.76114,1294540487.79777
Ovis dalli,2333710889.52697,2315040823.29406,2318930268.89317,2303609069.27699,2306936650.9489,2305054720.48287,2282368278.0173,2287744342.98483,2279521234.77271,2282686671.95997,2278633226.61887,2277773952.63483,2278709073.30721,2265839461.29499,2265183208.75986,2259343105.97937,2265343337.37928,2265518011.35325,2245699076.9535,2232872032.72343,2244155037.75448,2236029242.48149,2234916513.09828,2217642883.58774,2230372014.08977
Ovis nivicola,2454499851.08946,2445046200.95581,2435498700.40638,2420944707.2875,2413371659.70119,2419705260.23418,2397851802.42219,2391499667.75338,2404518932.91579,2381193119.86476,2398122333.28363,2385541207.14063,2382063926.55408,2378690930.57265,2363694127.37803,2365965395.41984,2364920271.28823,2356653410.21019,2342562394.39858,2355846048.21594,2342674251.37697,2333398316.96665,2337122914.76816,2344413351.55025,2339536018.66254
Ozotoceros bezoarticus,392929563.142526,395338940.911299,394905664.488062,395768765.932321,395589916.765524,390755089.72337,391388424.191285,391482587.31479,389591567.071579,389944517.829294,387145807.780365,387538352.163721,387897550.63149,383090029.737122,384613153.140017,383562993.969044,381384373.61108,381112576.579092,381514349.669565,381689956.610818,381095718.520139,379937437.756505,380449618.429579,378440402.316964,379702392.353999
Pantholops hodgsonii,2102243661.21373,2087050731.76284,2076250302.6233,2073458108.58785,2080515264.68497,2068596551.64171,2081083751.68101,2069108751.8737,2067814836.55247,2059140552.29514,2043184604.74023,2041295995.29865,2041003452.92851,2034898941.29834,2036855038.38446,2035960284.97108,2003552109.79073,2018523372.33865,2020322899.69749,2007953361.86753,2006760852.10544,2003259105.35457,2006344038.60013,2002116476.65843,2001961386.86879
Pelea capreolus,111697657.235086,111900743.24333,111805249.744135,111210786.781602,110958394.022193,110622091.27962,110527797.349696,110531372.26541,109937112.752369,110244947.150987,108711522.16823,109151270.721273,109443664.711191,108161863.619292,108235387.885034,108440957.777043,107882225.580191,108523006.898506,108372691.825972,107181701.157397,107652253.090537,106533238.770712,107023306.953377,106634204.227809,106875227.207194
Philantomba maxwellii,4460894170.02976,4494815289.08252,4468869571.36748,4447441204.56932,4405861187.99045,4428239679.67155,4432500582.3841,4390325291.59529,4387048713.58446,4353457461.44758,4373027535.40024,4371847574.53583,4359798240.03492,4367571064.08032,4346884002.72683,4335216376.06918,4325203140.15411,4295582627.17863,4305538986.27438,4300316517.43012,4273425659.80093,4312133055.74315,4307674016.46129,4291540393.68123,4298246371.46287
Philantomba monticola,8029843552.96864,8023570807.20544,8029194770.52842,7982551327.97105,7913798199.29456,7930558627.16619,7948285340.80685,7934338342.58183,7961501682.69216,7868099329.51742,7873181516.78362,7847979239.14108,7806506516.40595,7842803041.2518,7808139153.09067,7814901847.95176,7775959878.12722,7756152944.45735,7710026790.01055,7674906198.20613,7693731680.40407,7683842130.16467,7685858354.76844,7685949777.26417,7694405586.06869
Procapra gutturosa,7745847031.30107,7736826436.07052,7751189573.49602,7708820110.24735,7680227416.8214,7682637554.93353,7690033684.24188,7617829565.6551,7574025824.98859,7578143836.35604,7587392317.13845,7518803503.0902,7549646876.39733,7552954835.65272,7541693348.4417,7514532466.65637,7480828764.88883,7532519473.49706,7441070020.17096,7419345030.56083,7422215643.05516,7402459005.95259,7398363398.62774,7367909999.49422,7397015999.8087
Procapra picticaudata,940906582.116867,932085278.764775,925465896.126839,928831237.53611,922197952.91491,929415659.233381,923126023.760105,927266878.600964,914727872.335446,915637720.139143,906049025.393993,920641446.305407,910577026.581941,909772688.68029,903769015.794169,909550949.201099,904474725.789098,895993765.239583,897275376.438041,897064560.609346,896295180.250401,903216397.643162,896066948.830474,890079145.450223,895051008.409651
Procapra przewalskii,11174170.0608115,11204876.8291516,11177474.9368567,11069831.6433127,11057071.548093,11119145.893688,11019106.9344625,10990981.0763785,11009607.3374687,11038817.6269177,10997082.5706724,10891508.0465296,10879802.6317708,10854245.6728201,10838198.2892342,10774759.3587411,10793633.6301956,10793936.3092301,10793361.2274498,10717906.455263,10731689.7680842,10705402.343885,10755543.1428823,10679718.675051,10698357.4420054
Pseudois nayaur,3173174925.50897,3156226276.93518,3157032787.26177,3143689792.31012,3143014320.11659,3123967529.8979,3120109004.91079,3121875434.67794,3099064588.60446,3124390664.67317,3082038344.22778,3063592485.04651,3086545849.9425,3082347232.31407,3079054092.52829,3072086951.08913,3071033662.03266,3054312613.17059,3063883896.96773,3052669774.02114,3032459201.76425,3017919282.41577,3022472621.36829,3034169453.17076,3052890742.90693
Pseudoryx nghetinhensis,5687341.12678652,5709009.91543053,5667900.12082781,5643419.28542947,5678133.23775559,5636997.27059849,5641137.26879564,5595610.60072728,5592078.27407725,5581217.68626983,5604292.75838556,5565171.12576435,5559157.71702153,5605130.03369996,5556461.59503132,5510302.12536374,5518908.51551814,5492544.55989057,5533188.51201405,5485607.05513437,5479747.74460589,5484058.24201097,5439100.83916233,5494119.29739544,5458990.12978183
Pudu mephistophiles,109951887.46398,109753815.079704,109825459.048991,109096582.48099,109241469.373326,108761353.413807,108487739.994324,108028471.150098,108290610.186482,108109896.280153,107544758.411434,107375008.462335,106959476.491551,106874224.20162,106945962.044658,106644002.219559,106207279.526291,106110475.456222,105770910.609994,105676196.040928,105502714.482051,105492460.942911,105320808.42238,105286974.736269,105127632.545837
Pudu puda,638745821.788843,639001806.823745,637575745.386627,635240708.05047,633113342.940833,634247794.014701,630883620.734102,629645555.803057,628069993.328827,626176057.192452,626239098.280024,626830354.82959,623998605.315433,622814826.400896,621215500.539792,620589212.198515,617463784.482353,618007954.682134,617789482.706505,614431007.065661,614554799.482037,614621147.777925,612948022.817797,613225476.210877,613950694.596095
Rangifer tarandus,94856260530.6577,95491063225.8072,94389548112.9664,93917115694.6354,94204441495.5938,93507251195.3003,94294436575.3468,94046620795.1051,93275837957.3497,93219601963.991,93459282643.0225,93208890464.2455,92789082948.8975,92627182334.6892,92567461143.6978,92210766778.7464,91362543247.5429,91059724392.4519,91618999165.9442,91695839620.1967,91088746922.7509,90729996215.2518,91176727379.4866,91351704116.7212,91452219524.4342
Raphicerus campestris,8598365677.23123,8552874281.05872,8547624210.02105,8540367804.09748,8483387673.73176,8496925485.10009,8480704585.98528,8405188195.77359,8441504567.55776,8409211362.27373,8385889064.72765,8383181066.86214,8347692808.75633,8331573589.36258,8335048308.97997,8312214735.96039,8316220922.4993,8269978597.85565,8253650626.73848,8246096134.18864,8234767575.54197,8220153035.5464,8217737700.70565,8211168458.0535,8201155750.774
Raphicerus melanotis,601773123.011041,604640518.5832,599730309.07928,607651752.508154,600608785.281204,597017539.918772,594895824.482406,597888141.433558,589353190.974495,594727245.626837,590557551.448969,588206540.030121,587877952.320442,587394309.222739,586893433.30282,582997995.341876,589643283.963318,586011365.100593,583514733.98178,579476881.803192,581422721.136841,579398418.34123,579617468.547795,576894860.109904,579087042.094957
Raphicerus sharpei,224497566.710105,222992282.501269,222808157.695929,220995157.149522,221880361.686902,219895861.602374,220249932.225568,220035619.426156,220701392.266344,219587311.8986,218321598.443976,218127478.557734,218804500.693213,217507605.850797,216151342.631564,217250827.261843,215105455.352246,215733787.934555,216122753.159089,213058238.384482,214622905.89405,213379817.607498,215150207.12609,213195481.849959,214747427.808767
Redunca arundinum,1212264986.31424,1209390930.3777,1204166590.03264,1198355872.4216,1204378307.90334,1195897981.91246,1198333760.17716,1190171833.94348,1183764142.65146,1186150626.54186,1181106510.31528,1179745930.42984,1172084000.5527,1187240149.94653,1176224367.41313,1171356077.39833,1171787039.82674,1170208414.28985,1161400083.44225,1158772132.11088,1161115075.03905,1165384300.99111,1162142391.49824,1163813591.69481,1159278637.78477
Redunca fulvorufula,189891266.610681,189574385.163798,188623099.051565,188861093.46157,187728535.929653,187553181.842245,186781778.252848,187256637.689073,186622251.049493,185447935.970532,185568749.66464,184942170.805236,185280445.547436,184472597.048139,183588513.336691,184133458.589504,183382015.686958,183306752.961144,182910178.901098,182663616.532897,182029954.293891,182594461.13326,181429089.856473,181882643.971163,181504661.706251
Redunca redunca,36218926338.0086,36035999680.4485,35953062296.2123,35994874985.0051,35866457181.477,35768755018.2055,35749434032.954,35622295270.552,35530580491.1273,35460417029.5658,35372220595.4366,35318426060.9068,35190597130.1824,35190095988.6392,35205891386.216,35045222236.1732,34945961893.5269,34873135059.2187,34791581708.1526,34840001726.0976,34722404300.667,34750560647.1562,34711555650.5345,34562608119.729,34726161253.4565
Rupicapra pyrenaica,634869676.829889,630805890.811941,630873733.921469,630662408.471583,630340219.966824,625320521.27343,620164093.421815,621295538.859281,620878331.246948,618463146.145457,620889947.011511,618829751.296492,617790047.296083,614492805.39013,610358038.172754,615419196.095153,609866417.621364,607103456.57593,608767330.081271,610182984.596246,605535499.070073,607793803.923992,605343101.017608,604181673.125022,607901499.52567
Rupicapra rupicapra,6197130688.09535,6203009130.80933,6177144706.97888,6148462457.31078,6116961627.62045,6111585301.73666,6090923233.40906,6095062994.89412,6072582844.48265,6085784068.49654,6036582372.21283,6025425054.23047,6039768985.20141,6022806207.82848,5996906917.74762,5973669543.29074,5969115421.53862,5962903544.73835,5964823113.57089,5929065021.46203,5945090920.95022,5916693267.46259,5938591535.10281,5924829631.48324,5938755112.3106
Rusa alfredi,13449904.0589681,13503414.184924,13285146.336638,13384200.7327976,13329957.4255587,13322922.0347422,13335222.5212252,13220543.8416603,13134488.0471052,13140406.1306984,13179827.6430447,13100472.8524901,13128891.5613038,13047935.7429368,13078925.9260099,13019876.2818453,12923875.5539095,12942675.1570453,12936786.3847979,12937256.6139083,12972311.8462881,12878869.6417573,12874964.3600517,12830239.2456672,12951615.4037575
Rusa marianna,463152095.830542,462216437.341853,461549191.404561,459716201.930236,458988842.815666,458198663.060799,456501396.670817,456284782.77284,454115607.147619,454917631.468136,452310366.770012,451672037.572187,451081230.851164,450513175.146639,449274059.849339,447387375.998367,446984798.080651,447420247.61063,445931131.564819,443981498.000809,445588412.220294,444670660.271505,444046514.792529,442369337.163256,443151487.384669
Rusa timorensis,289796656.758687,288651957.15391,287351710.965135,288243805.992669,285621678.150645,284052430.942685,285188120.732012,283033493.500047,283414132.178622,282189389.703756,282012131.341971,282040101.655486,280180829.771787,278598497.598592,281119081.205403,279323641.092629,278683674.495101,277414339.285649,278780467.34229,275776166.4509,276787363.950768,277616865.380328,275559744.464984,276002351.753096,273278743.092113
Rusa unicolor,14297805644.7277,14254299671.3891,14173234522.6458,14182519196.3133,14142333264.7405,14113718151.1383,14137121874.2506,14051299233.8985,13969337266.5818,14008531138.3167,13927808522.8355,13961739328.5068,13924098923.1205,13854177181.8756,13836058857.3209,13797902823.3225,13792248187.7697,13761953586.894,13749818848.4493,13737060535.1934,13691416753.3727,13694851930.6731,13671248100.5813,13640168902.3055,13622277270.9663
Saiga tatarica,524018814.681641,524188524.293633,519641575.522239,519585832.366712,518801074.712816,517083457.152376,514651043.475932,515606567.376215,513423967.521729,515286571.265051,508954801.841218,507828747.65196,510630227.528714,508188812.831022,504616957.79118,506296357.100447,504960632.007951,501374339.122106,506246701.970581,504107202.021236,502672919.376513,501437868.861394,498786147.994636,503051002.629205,500783829.372637
Sylvicapra grimmia,16201146541.231,16168666014.5284,16220644690.1553,16090382275.6658,16018078725.427,15909387344.5284,15917890012.8888,15822562308.4728,15874108132.2311,15865514811.5187,15765001314.4011,15810488766.3691,15696112824.613,15781158568.795,15762224460.7817,15613174171.843,15564039682.4715,15547484783.7393,15593451023.1114,15584739479.1052,15574313009.8146,15504292216.3385,15482350779.5745,15478033726.7856,15410308778.097
Syncerus caffer,124709142987.314,123882314676.062,123979865546.23,122956814753.134,123364179585.466,123122937203.094,122641146112.984,122470823915.981,122086554174.674,121628522003.348,120808311105.066,121609156537.466,121148338447.304,120764689688.547,120371781013.748,120469800310.939,119362528314.324,120258119993.59,120342920292.652,119189377092.869,119987623549.401,119020008046.7,119053937405.347,119486085465.711,118669928381.22
Tetracerus quadricornis,63569326.0405324,63632345.5170522,63132953.5485761,62953753.6503118,63383663.2322605,62776432.2794776,63217761.0654098,62452338.1598673,61962050.0768413,62130994.3718369,62283176.9219519,62218717.1560206,61805463.2590738,62019171.5730376,61568226.4545478,61560457.2957216,61328400.9787437,61219776.334477,61346941.7895564,61462760.4946861,60886753.7594452,61035638.3293291,60522995.3895075,60765141.4486867,60733732.1084682
Tragelaphus angasii,932703788.06839,925145853.459861,930609566.779274,917446827.264347,921595181.820123,922289547.94736,911714409.734043,919229887.891067,916220772.328023,911382822.582338,909823661.489801,908174749.867398,903824356.365788,905049467.786062,904487814.651456,906042341.445664,898352557.314474,900836980.059542,896240992.797061,895744204.567119,897646725.727942,890879456.5215,893647225.365208,891489330.357879,898105371.324732
Tragelaphus buxtoni,263385690.522172,263621589.817099,262498449.401834,263209308.079947,261428188.710618,260674428.047961,261542450.066372,259060049.711014,257243862.814126,259435641.55811,256647928.562917,257447398.333392,257451020.287273,256275326.259267,255813639.662393,254422512.958131,256204692.088252,254200485.167383,256054117.621219,252275418.337203,255350844.769578,252676824.314909,252020093.028767,252054635.108895,252554881.450513
Tragelaphus derbianus,3099651705.28012,3081842175.10673,3085391082.51711,3073516683.32949,3075679008.09371,3044598328.48913,3048458202.21921,3046831242.96181,3035938712.51776,3025186708.80077,3012564396.41228,3035694629.38342,3025435043.05215,2992577025.34666,2986238844.05237,3001125458.14795,2986000356.54242,2986431762.35658,2955510385.06393,2963059628.13801,2966654176.23292,2957245180.07315,2971969451.12871,2961425372.37087,2962448400.60114
Tragelaphus eurycerus,2516727575.01468,2515582410.03389,2499002062.84744,2480093174.43305,2477661891.08485,2481642904.77379,2488055916.15998,2475186790.14436,2468352574.36635,2459931412.20017,2462997862.29507,2465913875.15944,2429257458.09485,2439733425.62332,2432366848.79262,2442213663.56073,2449173980.04714,2413493030.92884,2418307083.79875,2427206949.54069,2397021996.22996,2408221679.41807,2406510709.09608,2391414032.04326,2398112962.55832
Tragelaphus imberbis,3214789740.49437,3193050303.31866,3190091087.30456,3199507343.93891,3180658435.64671,3170117859.14257,3146526789.84961,3151826550.7721,3175219433.90494,3160071132.19743,3136317986.06869,3145858246.7132,3125171898.19021,3119066009.31003,3109334930.70894,3118528479.50655,3118013757.25993,3104809870.6207,3107925883.62525,3097950600.32656,3081465946.90985,3071971608.57503,3088545496.13286,3090130632.81125,3069883301.177
Tragelaphus oryx,22010757650.397,21843353215.4528,21946299406.4003,21755086392.9278,21448498514.2899,21563000001.088,21580655686.7904,21534136449.7055,21442325011.535,21440696020.0223,21391815903.0827,21195771289.6323,21386013991.2441,21258460673.1021,21306669177.8669,21293224294.2899,21243992820.174,21054469735.476,21047222741.729,20985475616.6995,20871191356.9844,20854763539.9564,20854952506.2493,20927144446.1903,21004327631.1523
Tragelaphus scriptus,15563580842.2909,15502089980.1567,15501814681.0715,15446310864.665,15463267675.4443,15426787318.8544,15230462609.9671,15356971002.2859,15296225891.0296,15253474902.8839,15198183984.6537,15215387545.5809,15213253459.8938,15044787860.8742,15023173104.5112,15070798000.8659,14974088413.2615,15013634731.2571,15040195499.9821,14958650953.162,14952076982.9203,14821966775.3924,15000992106.1296,14846376813.5501,14979778801.5521
Tragelaphus strepsiceros,31606677685.1764,31791124424.0622,31697716353.2776,31535313220.9129,31502374966.7524,31555581602.7003,31478963337.8671,31105947950.9124,31076142022.2289,31094104157.817,31095340669.9483,30894022248.9596,30726398896.1669,31005457933.3476,30783924941.7806,30969502752.8785,30720152802.7068,30791111041.5646,30789355622.4829,30539281615.9048,30517728303.997,30560678872.2476,30524163613.0102,30412210820.2623,30478921343.396
Tragulus kanchil,1033057606.97976,1036400833.43936,1034308983.10691,1027504050.2239,1031549576.93275,1027305992.74516,1023606291.82302,1022319846.31542,1016221061.64171,1013349420.90361,1012126425.41314,1016009712.53559,1007861397.04015,1008211272.3453,1007681149.01939,1003398685.79578,998626922.77054,997904933.594603,998712631.890479,990817762.025806,994308399.205982,995099684.648416,993667576.584359,992677241.23044,992165750.259491
Tragulus napu,2044353649.03183,2035827380.9174,2036318563.94085,2028001201.50426,2024728697.7628,2019529651.38776,2016870335.4282,2012497925.7622,2009507330.08432,1997473900.68511,1999853781.01966,1991667993.86787,1991768120.52011,1981829562.23101,1982167422.88569,1983993181.57702,1978985082.9122,1967493099.63551,1967549893.81094,1963351488.91422,1957889834.61503,1963656331.44048,1960079147.07521,1956210533.87225,1952475822.52955
Tragulus nigricans,24858925.3687718,24735293.4968808,24749540.3930876,24597797.4904423,24599263.6707416,24624556.7734181,24471202.0342317,24438534.1158635,24468476.3576912,24321123.5742732,24320642.5812797,24219680.8165335,24260609.8634807,24121854.1066985,24141375.6550686,24114773.49035,24057730.0966365,23937633.1688851,23927512.3917678,23896192.433614,23835228.2556411,23824936.9584944,23803801.5910828,23823974.8981756,23738747.8797404
Vicugna vicugna,7227492695.81806,7200846773.71838,7204102304.50559,7169114476.27288,7126689344.75465,7093872544.55072,7083607282.60909,7106259424.08053,7095769514.8316,7087150161.45436,7052564664.22979,7030986079.1878,6988226473.31086,7034519545.62841,6953509732.43847,7008741089.02881,6972361984.42598,6915686890.6485,6984012615.47735,6947005465.46896,6947821358.06372,7010068278.48602,6900633155.05074,6912727191.81374,6881499734.36895
